unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit,used_memory_kb
1786087478,2013304,14240,83886080,16951250944,1601,0,1861,1861,45,7.7,622587
1786087488,2002632,14240,83886080,16972247040,1600,0,1866,1866,48,7.7,620574
1786087498,2004712,14240,83886080,16977489920,1600,0,1870,1870,51,7.7,617957
1786087508,2012076,14240,83886080,17003728896,1599,0,1874,1874,45,7.7,619208
1786087518,2002596,14240,83886080,17028919296,1598,0,1882,1882,32,7.7,617919
1786087528,2003492,14240,83886080,17047814144,1597,0,1886,1886,41,7.7,618875
1786087539,2008600,14240,83886080,17061462016,1597,0,1890,1890,44,7.7,617956
1786087549,2014592,14240,83886080,17086652416,1597,0,1894,1894,51,7.7,623218
1786087559,2003968,14240,83886080,16041234432,1596,0,1902,1902,34,7.7,617988
1786087569,2012636,14240,83886080,16067473408,1596,0,1906,1906,44,7.7,620821
1786087579,2005468,14240,83886080,15021006848,1595,0,1914,1914,30,7.7,618617
1786087589,2012376,14240,83886080,15049400320,1594,0,1918,1918,42,7.7,620321
1786087599,2015144,14240,83886080,15070416896,1593,0,1923,1923,47,7.7,620781
1786087609,2007988,14240,83886080,12944953344,1592,0,1931,1931,37,7.7,619154
1786087619,2008548,14240,83886080,12966993920,1591,0,1935,1935,48,7.7,617929
1786087629,2006124,14240,83886080,12983787520,1590,0,1943,1943,32,7.7,619948
1786087639,2014252,14240,83886080,13008977920,1589,0,1947,1947,44,7.7,617925
1786087650,2005916,14240,83886080,13029974016,1588,0,1952,1952,48,7.7,617940
1786087660,2006484,14240,83886080,13046763520,1588,0,1960,1960,33,7.7,617997
1786087670,2005824,14240,83886080,13050961920,1587,0,1964,1964,31,7.7,619234
1786087680,2016648,14240,83886080,13071953920,1587,0,1968,1968,44,7.7,629241
1786087691,2004908,14240,83886080,13076152320,1587,0,1970,1968,63,7.7,626788
1786087701,2008532,14240,83886080,13097144320,1586,0,1976,1976,35,7.7,617905
1786087711,2017816,14240,83886080,13122338816,1585,0,1980,1980,46,7.7,619757
1786087721,2007956,14240,83886080,13146476544,1584,0,1988,1988,35,7.7,617934
1786087731,2004788,14240,83886080,13150674944,1584,0,1988,1988,55,7.7,620806
1786087741,2006448,14240,83886080,13171666944,1583,0,1996,1996,33,7.7,618915
1786087751,2016760,14240,83886080,13196861440,1582,0,2000,2000,44,7.7,622275
1786087761,2006624,14240,83886080,13213650944,1582,0,2005,2005,47,7.7,619171
1786087771,2012856,14240,83886080,13226242048,1581,0,2009,2009,47,7.7,624544
1786087782,2005796,14240,83886080,13255634944,1580,0,2013,2013,49,7.7,622340
1786087792,2011180,14240,83886080,13283975168,1579,0,2021,2021,36,7.7,618150
1786087802,2005824,14240,83886080,13293424640,1579,0,2022,2022,54,7.7,617961
1786087812,2020588,14240,83886080,13312311296,1579,0,2026,2026,56,7.7,617950
1786087822,2008200,14240,83886080,13341700096,1578,0,2034,2034,35,7.7,621742
1786087832,2021916,14240,83886080,13376339968,1576,0,2038,2038,44,7.6,618864
1786087842,2009080,14240,83886080,13397327872,1576,0,2046,2046,35,7.6,618714
1786087852,2016260,14240,83886080,13430915072,1575,0,2051,2051,42,7.6,620877
1786087862,2010920,14240,83886080,13463453696,1574,0,2058,2058,36,7.6,619882
1786087873,2014400,14240,83886080,13489696768,1573,0,2063,2063,42,7.6,618135
1786087883,2005320,14240,83886080,13520134144,1572,0,2070,2069,38,7.6,618021
1786087893,2015560,14240,83886080,13545320448,1571,0,2075,2075,41,7.6,620157
1786087903,2014284,14240,83886080,13571563520,1570,0,2081,2081,41,7.6,618889
1786087913,2011720,14240,83886080,13603053568,1569,0,2088,2088,38,7.6,620699
1786087923,2010260,14240,83886080,13635592192,1568,0,2093,2093,44,7.6,618834
1786087933,2008832,14240,83886080,13657632768,1567,0,2101,2101,32,7.6,618022
1786087943,2008424,14240,83886080,13687021568,1566,0,2107,2107,34,7.6,620034
1786087953,2008528,14240,83886080,13712207872,1565,0,2112,2111,45,7.6,619731
1786087963,2009644,14240,83886080,13738450944,1564,0,2119,2119,37,7.6,622315
1786087973,2011948,14240,83886080,13770989568,1563,0,2125,2125,39,7.6,622143
1786087983,2006880,14240,83886080,13794078720,1562,0,2131,2129,51,7.6,620232
1786087994,2010896,14240,83886080,13825568768,1561,0,2137,2137,38,7.6,624121
1786088004,2012496,14240,83886080,13857054720,1560,0,2143,2143,39,7.6,618113
1786088014,2005040,14240,83886080,13873852416,1559,0,2145,2145,55,7.6,627168
1786088024,2019580,14240,83886080,13891690496,1559,0,2149,2149,61,7.6,619274
1786088034,2008740,14240,83886080,13922127872,1558,0,2157,2157,36,7.6,618014
1786088044,2010988,14240,83886080,13947322368,1557,0,2161,2161,47,7.6,622226
1786088054,2009484,14240,83886080,13977763840,1556,0,2169,2169,35,7.6,618024
1786088064,2008472,14240,83886080,13999800320,1555,0,2174,2174,43,7.6,620574
1786088074,2004680,14240,83886080,14003994624,1555,0,2179,2179,47,7.6,619020
1786088084,2005520,14240,83886080,14008197120,1555,0,2186,2186,41,7.6,617953
1786088095,2005832,14240,83886080,14015549440,1555,0,2191,2191,45,7.6,620010
1786088105,2005676,14240,83886080,14021840896,1556,0,2199,2199,36,7.6,619410
1786088115,2007300,14240,83886080,14026043392,1555,0,2203,2203,43,7.6,622362
1786088125,2006432,14240,83886080,14026043392,1555,0,2211,2211,35,7.7,618106
1786088135,2005396,14240,83886080,14030237696,1555,0,2216,2216,40,7.7,619719
1786088145,2005876,14240,83886080,14031286272,1555,0,2221,2221,42,7.7,623415
1786088155,2005236,14240,83886080,14034436096,1555,0,2228,2228,39,7.7,619730
1786088165,2006144,14240,83886080,14035488768,1555,0,2233,2233,44,7.7,621037
1786088175,2005468,14240,83886080,14038638592,1555,0,2241,2241,35,7.7,617964
1786088185,2007192,14240,83886080,14041788416,1555,0,2246,2246,42,7.7,622147
1786088195,2005808,14240,83886080,14042836992,1555,0,2252,2252,40,7.7,617972
1786088205,2007292,14240,83886080,14045982720,1555,0,2258,2258,40,7.7,620104
1786088216,2005636,14240,83886080,14048083968,1555,0,2266,2266,33,7.7,617943
1786088226,2006768,14240,83886080,14051233792,1555,0,2270,2270,44,7.7,623262
1786088236,2006232,14240,83886080,14052282368,1555,0,2278,2278,34,7.7,619185
1786088246,2005852,14240,83886080,14055432192,1554,0,2282,2282,47,7.7,620853
1786088256,2006328,14240,83886080,14059630592,1554,0,2290,2290,30,7.7,621811
1786088266,2005560,14240,83886080,14064877568,1554,0,2294,2294,41,7.7,617920
1786088276,2004744,14240,83886080,14071173120,1554,0,2302,2302,31,7.7,617997
1786088286,2006296,14240,83886080,14074318848,1554,0,2308,2307,39,7.7,617996
1786088296,2005836,14240,83886080,14084820992,1554,0,2314,2314,38,7.7,621371
1786088306,2006616,14240,83886080,14094262272,1555,0,2320,2320,42,7.7,618762
1786088317,2006192,14240,83886080,14107910144,1555,0,2327,2327,36,7.7,621875
1786088327,2006856,14240,83886080,14118408192,1555,0,2334,2334,32,7.7,621258
1786088337,2007356,14240,83886080,14132051968,1555,0,2339,2339,39,7.7,618039
1786088347,2005152,14240,83886080,14146748416,1556,0,2347,2347,33,7.7,619879
1786088357,2006780,14240,83886080,14157242368,1556,0,2351,2351,41,7.7,621277
1786088367,2006084,14240,83886080,14176137216,1556,0,2359,2359,33,7.7,623045
1786088377,2005788,14240,83886080,14185578496,1557,0,2363,2363,44,7.7,617953
1786088387,2005576,14240,83886080,14199222272,1557,0,2367,2367,43,7.7,619052
1786088397,2007276,14240,83886080,14211817472,1557,0,2371,2371,44,7.7,618002
1786088407,2005532,14240,83886080,14227562496,1558,0,2379,2379,34,7.7,618658
1786088417,2007752,14240,83886080,14232813568,1558,0,2384,2384,40,7.7,618095
1786088427,2005752,14240,83886080,14243307520,1559,0,2391,2391,34,7.7,620106
1786088438,2007048,14240,83886080,14246457344,1559,0,2396,2396,43,7.7,619348
1786088448,2006320,14240,83886080,14247505920,1559,0,2404,2404,35,7.7,620394
1786088458,2006380,14240,83886080,14251708416,1559,0,2409,2409,41,7.7,621244
1786088468,2005436,14240,83886080,14254858240,1559,0,2416,2416,37,7.7,619968
1786088478,2006972,14240,83886080,14258008064,1559,0,2421,2421,42,7.7,617938
1786088488,2006636,14240,83886080,14259056640,1559,0,2429,2429,34,7.7,617947
1786088498,2005884,14240,83886080,14262202368,1559,0,2434,2434,40,7.7,617980
1786088508,2005300,14240,83886080,14264303616,1559,0,2438,2438,46,7.7,623944
1786088518,2005612,14240,83886080,14266400768,1559,0,2442,2442,48,7.7,622801
1786088528,2005496,14240,83886080,14270599168,1559,0,2450,2450,29,7.7,621455
1786088538,2006768,14240,83886080,14278991872,1559,0,2454,2454,41,7.7,622219
1786088549,2004928,14240,83886080,14282145792,1559,0,2456,2455,55,7.7,618039
1786088559,2006680,14240,83886080,14293692416,1559,0,2463,2463,32,7.7,618845
1786088569,2005296,14240,83886080,14309437440,1559,0,2468,2468,38,7.7,618975
1786088579,2005824,14240,83886080,14332526592,1560,0,2475,2475,36,7.7,618005
1786088589,2006132,14240,83886080,14347218944,1559,0,2481,2481,39,7.7,620401
1786088599,2004880,14240,83886080,14376607744,1561,0,2488,2488,35,7.7,619808
1786088609,2006236,14240,83886080,14396547072,1561,0,2495,2495,33,7.7,618039
1786088619,2005360,14240,83886080,14426988544,1562,0,2501,2501,37,7.7,624796
1786088629,2005332,14240,83886080,14443778048,1562,0,2505,2505,40,7.7,619851
1786088639,2006156,14240,83886080,14472122368,1563,0,2513,2513,31,7.7,618092
1786088649,2004872,14240,83886080,14497312768,1564,0,2518,2518,38,7.7,622580
1786088659,2005976,14240,83886080,14521454592,1565,0,2523,2523,42,7.7,620393
1786088670,2014624,14240,83886080,14569738240,1566,0,2530,2530,37,7.7,619916
1786088680,2006256,14240,83886080,14614867968,1566,0,2537,2537,36,7.7,620541
1786088690,2014064,14240,83886080,14665248768,1566,0,2543,2543,36,7.7,621616
1786088700,2010572,14240,83886080,14721929216,1567,0,2550,2550,33,7.7,621442
1786088711,2009360,14240,83886080,14772310016,1567,0,2556,2556,37,7.7,624157
1786088721,2004996,14240,83886080,14800650240,1568,0,2560,2560,33,7.7,620735
1786088731,2016788,14240,83886080,14855225344,1569,0,2564,2564,41,7.7,619097
1786088741,2006292,14240,83886080,14922395648,1570,0,2572,2572,32,7.7,620424
1786088751,2010984,14240,83886080,14964383744,1570,0,2577,2577,37,7.7,620946
1786088761,2009608,14240,83886080,15026307072,1570,0,2584,2584,34,7.7,619995
1786088771,2012872,14240,83886080,15078793216,1570,0,2589,2589,40,7.7,618001
1786088781,2010120,14240,83886080,15140712448,1571,0,2597,2597,32,7.7,619720
1786088792,2015920,14240,83886080,15201595392,1572,0,2602,2602,40,7.7,619827
1786088802,2013420,14240,83886080,15265619968,1572,0,2609,2609,37,7.7,617931
1786088812,2015020,14240,83886080,15322296320,1573,0,2614,2614,41,7.7,619829
1786088822,2005432,14240,83886080,15387373568,1574,0,2622,2622,31,7.7,624328
1786088832,2017144,14240,83886080,15448248320,1575,0,2626,2626,41,7.7,618947
1786088842,2017268,14240,83886080,15498629120,1575,0,2630,2630,44,7.7,620096
1786088852,2006368,14240,83886080,15568953344,1576,0,2638,2638,32,7.7,617998
1786088862,2012216,14240,83886080,15635083264,1577,0,2643,2643,37,7.7,617976
1786088872,2019420,14240,83886080,15686508544,1577,0,2647,2647,47,7.7,617924
1786088882,2006160,14240,83886080,15756836864,1578,0,2655,2655,34,7.7,620435
1786088892,2017512,14240,83886080,15808262144,1579,0,2659,2659,41,7.7,617995
1786088903,2011316,14240,83886080,15858647040,1579,0,2664,2664,45,7.7,618429
1786088913,2009980,14240,83886080,15925821440,1580,0,2672,2672,35,7.7,618032
1786088923,2008688,14240,83886080,15978299392,1581,0,2677,2677,40,7.7,625520
1786088933,2007840,14240,83886080,16037076992,1582,0,2684,2684,31,7.7,623290
1786088943,2015128,14240,83886080,16095850496,1582,0,2689,2689,37,7.7,617950
1786088953,2004560,14240,83886080,16135737344,1583,0,2694,2694,45,7.7,617948
1786088963,2010552,14240,83886080,16196612096,1584,0,2701,2701,35,7.7,621476
1786088973,2012632,14240,83886080,16250146816,1584,0,2706,2706,41,7.7,619799
1786088983,2006028,14240,83886080,16291082240,1585,0,2712,2712,40,7.7,617926
1786088993,2011044,14240,83886080,16324665344,1585,0,2717,2717,31,7.7,617994
1786089003,2008524,14240,83886080,16377147392,1586,0,2722,2721,47,7.7,618100
1786089013,2011624,14240,83886080,16443273216,1587,0,2729,2729,38,7.7,619716
1786089024,2010196,14240,83886080,16462168064,1587,0,2730,2730,51,7.7,617877
1786089034,2010052,14240,83886080,16515694592,1587,0,2738,2738,29,7.7,620177
1786089044,2018324,14240,83886080,16589180928,1588,0,2742,2742,39,7.7,619072
1786089054,2009980,14240,83886080,16649011200,1588,0,2746,2746,48,7.7,617950
1786089064,2015448,14240,83886080,16702537728,1589,0,2754,2754,34,7.7,620149
1786089074,2023460,14240,83886080,16766586880,1589,0,2759,2759,42,7.7,617939
1786089084,2018396,14240,83886080,16835854336,1590,0,2766,2766,38,7.7,619382
1786089094,2010056,14240,83886080,16880992256,1591,0,2770,2770,48,7.7,623458
1786089104,2018684,14240,83886080,15871266816,1592,0,2778,2778,38,7.7,621094
1786089114,2010420,14240,83886080,15922696192,1592,0,2783,2783,43,7.7,630160
1786089124,2015148,14240,83886080,13819277312,1592,0,2790,2790,36,7.7,620416
1786089135,2021700,14240,83886080,13861265408,1592,0,2795,2795,43,7.7,621195
1786089145,2011140,14240,83886080,13893799936,1591,0,2799,2799,54,7.7,623965
1786089155,2013008,14240,83886080,13937885184,1591,0,2807,2807,35,7.7,617978
1786089165,2020432,14240,83886080,13977772032,1590,0,2811,2811,46,7.7,618137
1786089175,2011608,14240,83886080,14016602112,1590,0,2819,2819,35,7.7,618677
1786089185,2018532,14240,83886080,14056488960,1589,0,2824,2824,39,7.7,618002
1786089195,2014792,14240,83886080,14100574208,1589,0,2831,2831,35,7.7,620548
1786089205,2017840,14240,83886080,14134157312,1588,0,2836,2836,39,7.7,619448
1786089215,2024184,14240,83886080,14174044160,1587,0,2841,2841,46,7.7,617944
1786089225,2013928,14240,83886080,14211833856,1587,0,2849,2849,32,7.7,617994
1786089235,2011568,14240,83886080,14229676032,1587,0,2851,2850,50,7.7,626167
1786089246,2017352,14240,83886080,14256963584,1586,0,2856,2856,39,7.7,621596
1786089256,2015428,14240,83886080,14291599360,1586,0,2864,2864,32,7.7,620052
1786089266,2015312,14240,83886080,14331486208,1585,0,2868,2868,46,7.7,625422
1786089276,2012724,14240,83886080,14346178560,1585,0,2872,2872,42,7.7,622251
1786089286,2023644,14240,83886080,14392360960,1584,0,2876,2876,43,7.7,620514
1786089296,2011268,14240,83886080,14437494784,1583,0,2884,2884,33,7.7,619782
1786089306,2011512,14240,83886080,14463733760,1583,0,2887,2887,44,7.7,618079
1786089316,2019884,14240,83886080,14487875584,1582,0,2892,2892,35,7.7,622031
1786089326,2016584,14240,83886080,14527758336,1582,0,2899,2899,33,7.7,618067
1786089336,2017620,14240,83886080,14572892160,1581,0,2904,2904,42,7.7,617977
1786089347,2010544,14240,83886080,14590738432,1581,0,2908,2908,35,7.7,618394
1786089357,2017260,14240,83886080,14661058560,1582,0,2912,2912,39,7.7,623871
1786089367,2011948,14240,83886080,14717739008,1581,0,2918,2917,45,7.7,621718
1786089377,2011592,14240,83886080,14755520512,1581,0,2921,2921,51,7.7,618014
1786089387,2021360,14240,83886080,14778617856,1581,0,2925,2925,49,7.7,623057
1786089397,2010160,14240,83886080,14818500608,1580,0,2933,2933,30,7.7,622669
1786089407,2019208,14240,83886080,14857347072,1579,0,2937,2937,42,7.7,619953
1786089418,2016012,14240,83886080,14881488896,1579,0,2942,2942,45,7.7,622822
1786089428,2018228,14240,83886080,14899335168,1578,0,2946,2946,40,7.7,618255
1786089438,2024372,14240,83886080,14938165248,1578,0,2950,2950,48,7.7,623196
1786089448,2011568,14240,83886080,14971752448,1577,0,2958,2958,37,7.7,623962
1786089458,2018616,14240,83886080,15012687872,1576,0,2963,2963,37,7.7,619739
1786089468,2013272,14240,83886080,15051522048,1576,0,2970,2970,36,7.7,619459
1786089478,2017420,14240,83886080,15079858176,1575,0,2975,2975,42,7.7,620515
1786089488,2011896,14240,83886080,15117647872,1575,0,2982,2982,38,7.7,620872
1786089499,2021092,14240,83886080,15155433472,1574,0,2988,2988,39,7.7,619039
1786089509,2016172,14240,83886080,15186923520,1573,0,2995,2995,37,7.7,620107
1786089519,2020340,14240,83886080,15225757696,1572,0,3000,3000,44,7.7,620998
1786089529,2018952,14240,83886080,15266693120,1572,0,3007,3007,39,7.7,618021
1786089539,2022940,14240,83886080,15298179072,1571,0,3012,3012,45,7.7,619636
1786089549,2013252,14240,83886080,15337013248,1570,0,3020,3020,34,7.7,621284
1786089559,2025768,14240,83886080,15375851520,1570,0,3024,3024,46,7.7,618033
1786089569,2010144,14240,83886080,15392641024,1569,0,3029,3029,47,7.7,619503
1786089579,2010416,14240,83886080,15407337472,1569,0,3037,3037,35,7.7,618989
1786089589,2012388,14240,83886080,15413633024,1569,0,3042,3042,43,7.7,617968
1786089599,2010920,14240,83886080,15434629120,1569,0,3049,3049,34,7.7,622728
1786089610,2011280,14240,83886080,15446175744,1570,0,3054,3054,41,7.7,617944
1786089620,2011520,14240,83886080,15457718272,1570,0,3058,3058,50,7.7,625922
1786089630,2011456,14240,83886080,14407061504,1570,0,3066,3066,32,7.7,620153
1786089640,2012700,14240,83886080,14421753856,1570,0,3070,3070,42,7.7,617985
1786089650,2010548,14240,83886080,14427000832,1570,0,3074,3074,51,7.7,617912
1786089660,2011392,14240,83886080,14428053504,1570,0,3082,3082,33,7.7,619707
1786089671,2010460,14240,83886080,14432247808,1570,0,3086,3086,43,7.7,617928
1786089681,2010772,14240,83886080,14435397632,1570,0,3091,3091,46,7.7,617951
1786089691,2012616,14240,83886080,14440648704,1570,0,3098,3098,38,7.7,620911
1786089701,2012448,14240,83886080,14444847104,1570,0,3103,3103,44,7.7,621209
1786089711,2011392,14240,83886080,14445895680,1570,0,3108,3107,55,7.7,620297
1786089721,2011440,14240,83886080,14447992832,1570,0,3115,3115,40,7.7,620242
1786089731,2010640,14240,83886080,14452199424,1570,0,3120,3120,45,7.7,620862
1786089741,2011532,14240,83886080,14453248000,1570,0,3124,3124,51,7.7,618374
1786089751,2011712,14240,83886080,14454296576,1570,0,3128,3128,55,7.7,617944
1786089761,2010516,14240,83886080,14457442304,1570,0,3136,3136,32,7.7,617948
1786089771,2011764,14240,83886080,14458490880,1570,0,3140,3140,43,7.7,617902
1786089781,2010380,14240,83886080,14460588032,1569,0,3140,3140,66,7.7,620129
1786089792,2010992,14240,83886080,14461636608,1570,0,3148,3148,32,7.7,620040
1786089802,2011776,14240,83886080,14463737856,1569,0,3152,3152,43,7.7,622491
1786089812,2010908,14240,83886080,14465835008,1569,0,3160,3160,32,7.7,624197
1786089822,2010928,14240,83886080,14468988928,1569,0,3164,3164,41,7.7,620425
1786089832,2011540,14240,83886080,14478430208,1570,0,3169,3169,44,7.7,618088
1786089842,2010712,14240,83886080,14497325056,1570,0,3177,3177,36,7.7,617969
1786089852,2011420,14240,83886080,14512017408,1570,0,3182,3182,40,7.7,619580
1786089862,2011120,14240,83886080,14523564032,1571,0,3189,3189,34,7.7,620099
1786089872,2010420,14240,83886080,14537211904,1571,0,3194,3194,43,7.7,625020
1786089883,2011108,14240,83886080,14556098560,1571,0,3202,3202,35,7.7,623829
1786089893,2011080,14240,83886080,14567649280,1571,0,3206,3206,41,7.7,618260
1786089903,2010924,14240,83886080,14577090560,1572,0,3214,3214,34,7.7,621263
1786089913,2011772,14240,83886080,14582341632,1572,0,3219,3219,38,7.7,617937
1786089923,2012820,14240,83886080,14591791104,1572,0,3223,3223,45,7.7,621229
1786089933,2011160,14240,83886080,14613831680,1573,0,3231,3231,33,7.7,619135
1786089943,2011420,14240,83886080,14629576704,1573,0,3235,3235,44,7.7,619695
1786089953,2010940,14240,83886080,14652665856,1574,0,3243,3243,33,7.7,621001
1786089963,2012960,14240,83886080,14666313728,1574,0,3248,3248,40,7.7,619628
1786089973,2011556,14240,83886080,14694653952,1575,0,3255,3255,35,7.7,622311
1786089984,2011216,14240,83886080,14720888832,1576,0,3260,3260,41,7.7,619275
